"product","rating","helpful","reviewdate","user","summary","content"
"B00005RFHC","3","0","2005-04-27","schmuhf","Für Hardcore-Fans prima, allerdings Geschmackssache","Der 25. Geburtstag sollte im Jahr 2000 angemessen gefeiert werden. Energiegeladen wie eh und je performten Motörhead dann auch auf ihrer eigenen Geburtstagsparty mit vielen Freunden und Gästen und natürlich einem begeisterten Publikum. Die technische Ausstattung der DVD ist durchaus gelungen, sie kommt zeitgemäß in 16:9 und Heimkino-Abmischung daher. Es gibt aber auch Kritikpunkte: Für mich als HiFi-Fan klingt die 2-Kanal Tonspur etwas dünn, besonders wenn man die DVD bzw Bonus-CD mit dem 1998er Live-Album &quot;Everything louder than everyone else&quot; vergleicht. Die Setlist ist rein subjektiv gesehen etwas dürftig, da ich eher auf die Speedmetal-Kracher à la &quot;Ace of Spades&quot; oder &quot;Iron Fist&quot; stehe. Letzteres fehlt gänzlich, was mich dann doch etwas enttäuscht hat. Das Bonus-Material ist üppig für eine Einzel-DVD, doch nerven die Menü-Filmchen beim Browsen durch die Features enorm, das hätt's wirklich nicht gebraucht. Wegen des Auftrittes von Eddie Clarke und der Bonus-CD finde ich die DVD empfehlenswert, wenn auch nicht uneingeschränkt."
"B00005UDFU","5","2","2002-05-12","haggybaerle","Einfach Klasse wenn man die Spatzen mag!","Eíne Tolle DVD,nicht nur die Musik ist spitze,auch aus Südtirol erfährt man einiges!&lt;BR&gt;Nur zu empfehlen."
"B00005UDFU","5","1","2002-04-02","mandysusi","Spitzen-DVD","Das Beste von allen Spatzen-Videos!!!!!!!!&lt;BR&gt;Wenn mich jemand fragen würde, ob ich es nochmal kaufen würde, kann ich nur sagen &quot;Ich würd es wieder tun&quot;!!!!!!!!"
"B00005UDFU","4","3","2002-02-23","ulligenz","Kastelruther Super Spatzen","Musik zum Nachdenken und Träumen, für ruhige Stunden auf der Couch oder am Kamin."
"B000067NR4","5","4","2003-11-21","fpuliafito","Earth Wind and Fire in ihrem Element","Diese DVD ist vom Bild und Ton her sehr gut. Die Stimmen von Maurice White und Philip Bailey kommen rüber als obs eine CD wär. Ein Muss für jeden Earth Wind and Fire Fan."
"B00004TDS8","5","3","2002-03-10","evahuth","Cooooooooooolllllllllllllll","Ein Super Soundtrack! Und jetzt mit Dialogszenen!!!!!!!!! Yeah. das macht irre Stimmung. DIe Scheibe darf in keiner Sammlung fehlen."
"B000024A70","5","3","1999-12-03","guest","Das wichtigste Album für Queen-Beginner","Queens ''Greatest Hits (I)'' ist wohl die beste der drei ''Best of...''-CDs. Die 'Bohemian Rhapsody' wurde kürzlich zur besten Single aller Zeiten gewählt und meiner Meinung nach verdient sie diese Auszeichnung. Weiter Lieblingslieder wie etwa 'Bicycle Race' oder 'Crazy Little Thing Called Love' geben sich hier die Klinke in die Hand, und auch die Fußball-Hymnen wie 'We Will Rock You' und 'We Are the Champions' sind vertreten. &lt;P&gt;Die gesamte CD bildet ein beruhigendes Ganzes, ein Abfolge von zeitlosen und ungewöhnlichen Melodien, die alle die unnverkennbare Queen-Signatur tragen. Ich liebe diese CD und würde sie jedermann weiterempfehlen, der oder die an guter Musik interessiert ist, und das heißt einiges, da die meisten dieser Lieder älter als ich selber sind. &lt;font size=&quot;-1&quot; face=&quot;geneva, arial, helvetica&quot;&gt;(Dies ist eine &lt;b&gt;Amazon.de an der Uni&lt;/b&gt;-Studentenrezension.)&lt;/font&gt;"
"B000A7XJ2Y","3","0","2005-10-17","slacker99bo","Zu uninspiriert","Das Album &quot;Connected&quot; fand ich gut und das Album &quot;Deep, down &amp; dirty&quot; fand ich sehr gut, aber &quot;Paradise&quot; find ich eher sehr durchschnittlich.&lt;P&gt;Irgendwie klingt es von Anfang an sehr glatt. Der Sound ist zwar schon recht ausgefeilt und groovig, kommt aber irgendwie trotzdem nicht richtig zur Entfaltung. Ich glaube das liegt auch daran das die Texte bzw. der Gesang echt sehr lahm sind. Ständig sich wiederholende Textphrasen mit fast gelangweilt gesungender Stimme...schnarch...&lt;P&gt;Schlecht ist das Album nicht. Ist vielleicht eher was für etwas ältere Semester die Hip Hop zwar mögen, &quot;aber bitte nicht so pupertär und aggressiv&quot;... ;)"
"B0009BOKLA","5","36","2005-09-22","mark_at_at","Besser als erwartet!!","Wer die letzten beiden CD`s von Santana mochte wird auch diese mögen. Auch diesmal sind wieder jede Menge Gäste am Werk. Die spanischen Titel sind alle sehr temperamentvoll und tanzbar. Bei &quot;I'm feeling you&quot; ist Michelle Branch dabei, sie hat schon &quot;The Game of Love&quot; auf der letzten CD gesungen. &quot;Just feel better&quot; wird von Steven Tyler (Aerosmith) gesungen, eine angenehme Ballade, ginge auch als Aerosmith Song durch, Santanas Gitarre ist hier sehr zurückgenommen. &quot;I am somebody&quot; ist mit Will-I-Am von den Black Eyed Peas, &quot;Twisted&quot; das von Anthony Hamilton gesungen wird ist eine sehr feine RnB-Nummer, erinnert mich ein wenig an Roachford. Bei &quot;Trinity&quot; ist Kirk Hammett von Metallica dabei, ist eine reine Instrumentalnummer, muß man mögen. Interessant auch &quot;Cry Baby Cry&quot; mit Joss Stone und Sean Paul, interessante Paarung und sehr hitverdächtig! Auf &quot;Brown Skin Girl&quot; singt Bo Bice, der war Finalist bei American Idol, klingt ein wenig nach einer Ricky Martin Nummer. &quot;I don't wanna lose your love&quot; ist mit den Los Lonely Boys, ein bei uns noch unbekanntes Trio.&lt;BR&gt;Insgesamt ein wirklich schönes Album, meiner Meinung nach besser als der Vorgänger &quot;Shaman&quot;, die Gastmusiker fügen sich toll ein, könnte wieder ein Hit wie &quot;Supernatural&quot; werden."
"B00069KW58","5","9","2004-08-27","klein_susi","Gefühle, die in Musik verpackt sind","Manchmal braucht man eine gewisse Zeit, um das ganze Ausmaß der Musik zu erkennen. So ging es mir mit dieser CD. Beim ersten Hören - dachte ich noch so, naja Chormusik ... &lt;BR&gt;Beim zweiten Mal fielen mir dann diese leisen Anfänge und Enden mancher Stücke auf - ich drehte die Anlage auf volle Lautstärke, um auch gar keinen Ton zu verpassen. Nur Stimmen und Klaviermusik - genial einfach, einfach genial.&lt;BR&gt;Auch wenn alle so begeistert sind, von den beiden auf deutsch gesungenen Stücken ¿Engel&quot; und ¿Kein Weg zurück&quot; finde ich, dass diese Doppel-CD noch mehr Highlights zu bieten hat. Meine Anspieltipps: ¿I touch myself&quot; - Gänsehaut garantiert und ¿Go where I send thee&quot; ein Spiritual ganz ohne Instrumentbegleitung - sensationell.&lt;BR&gt;Diese Musik kommt ganz ohne Schlagzeug und Effekte aus und ist deshalb so wunderbar angenehm. Man kauft hier eigentlich keine CD sondern Gefühle, die in Musik verpackt sind. Dieser Chor trifft einen mitten in die Seele, wenn man ihn lässt. Auch in den zartesten Stimmen liegt eine Kraft und ein Zauber, dem man sich nicht entziehen kann = fünf Sterne.&lt;BR&gt;Kleiner Hinweis am Rande: Die Videos lassen sich leider nicht auf meinem DVD-Player abspielen. Das tut dem Musikgenuss aber keinen Abbruch."
"B000024A70","5","4","2000-01-07","guest","Best of Freddie &amp; Co","Auf Queens ¿Greatest Hits 1&quot; erhält man wirklich einen Einblick, was diese Band so gross und Freddie Mercury so einzigartig gemacht hat. Denn nicht nur, dass mit Brian May an der Gitarre, Roger Taylor an den Drums und John Deacon am Bass fantastische Musiker am Werke sind, wenn man im Lexikon unter ¿Charisma&quot; nachschlägt, so sollte man dort eigentlich ein Bild Freddy Mercurys finden. Auf der CD findet man sehr schöne Lieder, wie das verspielte, operettenhafte ¿Bohemian Rhapsody&quot;, wohl das Beste was Queen je produziert haben, aber auch geraden Rock and Roll (¿Crazy little thing called love&quot;) bis hin zu richtigem Hard Rock (¿7 Seas of Rhye&quot;) Natürlich dürfen auch die wohl bekanntesten Queen-Titel ¿We will rock you&quot; und ¿We are the champions&quot; nicht fehlen, die mir jedoch gar nicht so gut gefallen. Mein Favourite - neben ¿Bohemian Rhapsody&quot; ist vielmehr das fantastische ¿Somebody to Love&quot;. &lt;font size=&quot;-1&quot; face=&quot;geneva, arial, helvetica&quot;&gt;(Dies ist eine &lt;b&gt;Amazon.de an der Uni&lt;/b&gt;-Studentenrezension.)&lt;/font&gt;"
"B0008GIXDW","5","2","2005-04-16","miri7_89","Natasha wieder mal supi!!!","Eines der besten Lieder auf Natashas Album. Obwohl ich sagen muss das es nicht mein Absolutes Lieblingslied auf dem Album ist!!Aber ihre Stimme klingt wieder einmal umwerfend. Und man kann es immer wieder anhören. Also kaufen! Lohnt sich!!!"
"B0009BOKLA","3","0","2005-11-11","oliverr382","Supernatural, Teil 3","Santana (die Band, benannt nach dem Frontmann Carlos Santana) sind zurück mit dem dritten Aufguss des Erfolgs- und Comebackalbums &quot;Supernatural&quot; von 1999.&lt;P&gt;Wieder wartet der oft bezeichnete &quot;Gitarrengott&quot; mit einer Vielzahl von Gaststars auf wie schon auf &quot;Supernatural&quot; und &quot;Shaman&quot;.&lt;P&gt;An die Klasse und Originaltät von &quot;Supernatural&quot; kommt &quot;All That I Am&quot; nicht heran, ist jedoch deutlich besser als das schwächere &quot;Shaman&quot; von 2002.&lt;P&gt;Dabei sind einige der Songs mit Gaststars eigentlich die schwächeren.&lt;BR&gt;&quot;I'm Feeling You&quot; mit Michelle Branch (warum ist die eigentlich, wie auf &quot;Shaman&quot; auch, schon wieder dabei?) und &quot;Just Feel Better&quot; mit Aerosmith-Sänger Steven Tyler sind langweiliger Radio-Pop mit Sanatana-Gitarrenbegleitung.&lt;BR&gt;&quot;Cry Baby Cry&quot; mit Sean Paul und Joss Stone funktioniert überhaupt nicht, ist eine fürchterliche Kombination aus Reggae, Rock und Blues/Soul ... ein schrecklich schlechter Song.&lt;BR&gt;&quot;My Man&quot; (mit Mary J. Blige und Big Boi von OutKast) und &quot;I Am Somebody&quot; (mit will.i.am von den Black Eyed Peas) sind ganz ok, &lt;BR&gt;der Instrumental-Track &quot;Trinity&quot; mit Kirk Hammett von Metallica eher langweilig. &lt;P&gt;Das beste am Album sind die klassischen Santana-Songs bzw. spanisch gesungenen Tracks:&lt;BR&gt;Der Opener &quot;Hermes&quot; und das anschließende &quot;El Fuego&quot;, &quot;Con Santana&quot; und das grandiose Finale &quot;Da Tu Amor&quot;.&lt;P&gt;Insgesamt ein Album mit Höhen und Tiefen, das ich mir nicht ganz anhören kann, sondern nur programmiert mit folgenden Tracks:&lt;BR&gt;1, 2, 4, 6, 7, 8, 11, 12 und 13.&lt;P&gt;Hoffentlich ist jetzt mal Schluss mit diesem Konzept und das nächste Album der Gruppe &quot;Santana&quot; kommt mal wieder ohne ein Dutzend Gaststars aus."
"B000024A70","5","1","2005-10-11","miracle_berlin","10 years of magic","Auf dieser CD findet man 17 riesige Songs aus den ungefähr ersten 10 Jahren von Queen's Karriere.&lt;BR&gt;Man erlebt die Vielfältigkeit von Queen, diese einzigartige Musik, diesen unverwechselbaren Klang und diese gewaltige Power.&lt;BR&gt;Zuerst natürlich einmal ¿Bohemian Rhapsody&quot;, dieser großartige Song mit dem faszinierenden opernartigen Mittelteil und mit dem Video, was als Vorgänger aller Musikvideos gilt. Danach folgen weitere, alles großartige Songs - Rockige wie ¿Fat Bottomed Girls&quot; oder ¿Now I'm Here&quot;, das berühmte funkige ¿Another One Bites The Dust&quot;, oder natürlich die ¿Hymnen&quot; ¿We Will Rock You&quot; und ¿We Are The Champions&quot;. Interessant ist auch ¿Somebody To Love&quot;, wo Freddie Mercury, Brian May und Roger Taylor ihre Stimmen so oft vervielfältigen, dass es wie ein riesiger Chor klingt.&lt;BR&gt;Aber was heißt denn ¿interessant ist auch&quot;? Interessant sind sie alle und stilistisch unterscheiden sie sich - man kann niemals sagen, einer gleicht dem anderen. Das zeigt die immense Kreativität von Queen und die musikalische Stärke, denn niemals ist ein Song so einfach wie drei Akkorde.&lt;BR&gt;Ein Album, was man unbedingt gehört haben sollte! Und vielleicht bekommt man auch Lust auf mehr - siehe unbedingt ¿Greatest Hits II&quot; und ¿Greatest Hits III&quot; und natürlich alles weitere, was Queen zu bieten hat."
"B0002UYDB0","1","16","2005-01-12","gabykarrenbrock","Schlecht","Ich wollte die Scheiben als &quot;Best of&quot; für Parties haben. Hätte ich gewusst, daß es sich um neuaufgenommenen Einheitsbrei handelt, hätte ich sie bestimmt nicht gekauft. Ich kann nur sagen: Finger weg. Die Lieder hören sich durch die Bank mies an!!"
"B0002UYDB0","1","16","2005-02-01","clausstimpfig2","scham und schande","die neu produzierten alten Titel sind durchweg &quot;unterste Kanone&quot;. Da kann man nur sagen &quot;scham und schande&quot; für dieses Album. Dem Jürgens management gebürt hier der &quot;goldene&quot; Bämbel für Fanverarschung.&lt;BR&gt;Jürgens hätte man zum 70. Geburtstag ehren sollen und nicht als Schlagerheini mit &quot;Billig computer Touch&quot; verramschen sollen."
"B0009BOKLA","3","2","2005-12-03","dr_gjh","Altmeister auf ausgetretenen Pfaden","Seit dem Triumph seiner &amp;#180;98er Comeback-CD &quot;Supernatural&quot;, die sich weltweit 25 Millionen Mal verkaufte, h&amp;#228;lt es Papa Latin mit der bew&amp;#228;hrten Formel &quot;never change a winning team&quot;. Sprich: Auf &quot;&amp;#8222;All That I Am&quot; greift er zum dritten Mal in Folge auf die Allstar-Masche seines Mentors und Label-Chefs Clive Davis zur&amp;#252;ck. Als ob es nicht h&amp;#246;chste Zeit f&amp;#252;r etwas Neues w&amp;#228;re. Nicht umsonst haben prominente Kollegen wie Sting, Shakira, Prince oder Stevie Wonder ihre (geplante) Teilnahme an diesem Projekt abgesagt. Und bei denjenigen, die letztlich bei den 13 St&amp;#252;cken mitwirken, sind Steven Tyler (Aerosmith), Kirk Hammett (Metallica) und R&amp;B-Diva Mary J. Blige noch die bekanntesten Namen. Daneben tummeln sich viele B-Promis in der Besetzungsliste, die dagegen wie Notn&amp;#228;gel anmuten, wie Michelle Branch oderAnthony Hamilton oder auch Sean Paul, will.i.am, Big Boi, Anthony Hamilton und Bo Bice. So erreicht auch das Gros der eher blassen Songs allenfalls das Pr&amp;#228;dikat &amp;#8222;Durchschnitt&amp;#8220;; allen voran der unflotte Dreier &quot;Cry Baby Cry&quot; mit Joss Stone und Sean Paul.&lt;BR&gt;Als ob Santana das selbst sp&amp;#252;ren w&amp;#252;rde, h&amp;#228;lt er sich prompt ein Hintert&amp;#252;rchen auf: Feuriger Latin-Rock alter Schule, den er mit seiner angestammten Band, aber ohne externe Kollaborateure pr&amp;#228;sentiert. Etwa den Opener &quot;Hermes&quot;, der durch feurige Karibik-Rhythmen, treibende Percussions, flotte Bl&amp;#228;ser und eine leidenschaftliche E-Gitarre gl&amp;#228;nzt. Ein St&amp;#252;ck multikultureller Lebensfreude, wobei der 57j&amp;#228;hrige zeigt, dass er zwar nur noch wenige Haare, aber umso mehr Fingerspitzengef&amp;#252;hl hat. Das setzt er beim anschlie&amp;#223;enden &quot;El Fuego&quot; ein, das seine mexikanischen Wurzeln beschw&amp;#246;rt - mit spanischen Texten, folkloristischem Touch und geb&amp;#252;ndelter Lebenslust. Ein toller Sound, der 100prozentig nach Santana klingt und in der Nummer &amp;#8222;Trinity&amp;#8220;, dem absoluten H&amp;#246;hepunkt des Albums, seine Vollendung findet. Der Altmeister liefert sich in diesem St&amp;#252;ck ein wirklich h&amp;#246;renswertes Saitenduell der Extraklasse mit Kirk Hammett von Metallica und Robert Randolph.&lt;P&gt;Fazit: &quot;All That I Am&quot; ist ein Santana-Album mit vielen Schw&amp;#228;chen und echten Highlights, aber auch mit einem alternativen &quot;back to the roots&quot;-Ansatz, den er hoffentlich in Zukunft fortsetzen wird. Die Allstar-Masche hat dagegen nach diesem Album endg&amp;#252;ltig ausgedient."
"B0002UYDB0","2","18","2004-10-30","dreamdamcer","Ziel verfehlt","Ich habe mir diese CD gekauft, um meine Sammlung mit alten orginalen Songs zu vervollständigen. Leider mußte ich feststellen, dass eine große Anzahl der Songs nicht mehr viel mit den Originalen zu tun haben. Sie wurden im Jahr 1998 neu aufgenommen. Wer also die alten Songs in der ersten Fassung hören möchte, der ist mit dieser CD schlecht bedient."
"B0007GFG5Q","5","0","2005-12-05","patriziadiskus","Einfach göttlich!","Habe mir diese CD vor ca. einem halben Jahr gekauft und meine Liebe zu Antony wächst täglich! Ich habe &quot;For Today I Am A Boy&quot; im Radio gehört und nur gewartet wer der Interpret ist. Bin danach in Windeseile in den nächsten Plattenladen und habe die CD an mich gerissen. Schon im Auto habe ich das ganze Album durchgehört und bekam Gänsehaut. Seit dem höre ich fast ausschliesslich Antony and the Johnsons und habe mir natürlich auch das 2. Album zugelegt! Mittlerweile habe ich die Band auch 3 Mal live gesehen und kann es kaum erwarten wieder in ein Konzert von diesem aussergewöhnlichen Künstlers zu gehen!&lt;BR&gt;Antonys Stimme ist einfach göttlich! Das Beste was ich in den letzten Jahren musikalisch entdeckt habe!!! Noch nie zuvor hat mich eine Stimme so berührt und bewegt..."
"B000024A70","5","4","2005-09-14","kudisteiner","The Greatest &quot;Greatest Hits&quot;-Album!","Freddie Mercury, Brian May, John Deacon und Roger Taylor gehören zu den kreativsten, innovativsten und einflussreichsten Künstlern der Musikgeschichte. Sie entwickelten einen typischen, unverwechselbaren Sound und überraschten immer wieder mit einer bis heute unerreichten Stilvielfalt. Bombastisch und perfektionistisch spielten sie knallharten Rock, bauten klassische Elemente ein mit unerhörten Chorpassagen, schrieben grosse Stadionhymnen wie auch gefühlvolle Balladen, Rock'n'Roll, Pop und überraschten sogar mit funkigen Einflüssen. &lt;P&gt;Queen's erstes &quot;Greatest Hits&quot;-Album erschien 1981, enthält 17 Songs und hat eine Spielzeit von 58:27 Minuten. Es versammeln sich hier ihre erfolgreichsten Single-Hits von 1974-1980... wirklich jeder Song ein Juwel! Dieses Album war UK Nr. 1 und führte die Charts auch in Deutschland und unzähligen weiteren Ländern an. Es wurde in England bereits 11x mit Platin ausgezeichnet und gehört mit weltweit über 25 Millionen verkaufter Exemplare zu den erfolgreichsten Hit-Zusammenstellungen überhaupt!&lt;P&gt;Dieses Album hätte es verdient, im Jahre 2006 mit einer fetten &quot;25th Anniversary Edition&quot; gewürdigt zu werden. Natürlich soundtechnisch auf dem neusten Stand und als Bonustracks die restlichen Singles &quot;Keep Yourself Alive&quot; (1973 - 1. Queen-Single), &quot;Tie Your Mother Down&quot; (1976), &quot;Spread Your Wings&quot; (1977), &quot;Love Of My Life&quot; (live) (1979) und zum Abschluss &quot;God Save The Queen&quot; (1975). Dazu eine Bonus-CD mit B-Seiten und Raritäten, ein ausführliches Booklet und eine DVD mit all den Videos! Schön wär's... &lt;BR&gt;...da dies jedoch voraussichtlich nur ein Wunschtraum bleiben wird, empfehle ich diese hervorragende Zusammenstellung, die einfach in keiner gut sortierten CD-Sammlung fehlen darf..."
